,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ID,CLASS,filename,split,label,species
2366,2366,2366,2366,2367,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0048_42298.jpg,test,41,Vermilion Flycatcher
2367,2367,2367,2367,2368,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0024_42506.jpg,test,41,Vermilion Flycatcher
2369,2369,2369,2369,2370,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0044_42305.jpg,test,41,Vermilion Flycatcher
2370,2370,2370,2370,2371,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0057_42562.jpg,test,41,Vermilion Flycatcher
2373,2373,2373,2373,2374,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0058_42311.jpg,test,41,Vermilion Flycatcher
2375,2375,2375,2375,2376,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0073_42573.jpg,test,41,Vermilion Flycatcher
2376,2376,2376,2376,2377,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0011_42554.jpg,test,41,Vermilion Flycatcher
2378,2378,2378,2378,2379,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0018_42474.jpg,test,41,Vermilion Flycatcher
2379,2379,2379,2379,2380,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0026_42375.jpg,test,41,Vermilion Flycatcher
2380,2380,2380,2380,2381,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0021_42378.jpg,test,41,Vermilion Flycatcher
2381,2381,2381,2381,2382,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0049_42380.jpg,test,41,Vermilion Flycatcher
2388,2388,2388,2388,2389,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0017_42407.jpg,test,41,Vermilion Flycatcher
2389,2389,2389,2389,2390,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0039_42423.jpg,test,41,Vermilion Flycatcher
2392,2392,2392,2392,2393,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0063_42179.jpg,test,41,Vermilion Flycatcher
2393,2393,2393,2393,2394,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0043_42182.jpg,test,41,Vermilion Flycatcher
2398,2398,2398,2398,2399,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0028_42197.jpg,test,41,Vermilion Flycatcher
2399,2399,2399,2399,2400,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0031_42201.jpg,test,41,Vermilion Flycatcher
2403,2403,2403,2403,2404,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0032_42216.jpg,test,41,Vermilion Flycatcher
2408,2408,2408,2408,2409,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0047_42488.jpg,test,41,Vermilion Flycatcher
2409,2409,2409,2409,2410,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0009_42234.jpg,test,41,Vermilion Flycatcher
2410,2410,2410,2410,2411,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0013_42769.jpg,test,42,Yellow bellied Flycatcher
2411,2411,2411,2411,2412,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0050_42598.jpg,test,42,Yellow bellied Flycatcher
2412,2412,2412,2412,2413,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0036_42591.jpg,test,42,Yellow bellied Flycatcher
2414,2414,2414,2414,2415,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0040_795465.jpg,test,42,Yellow bellied Flycatcher
2417,2417,2417,2417,2418,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0012_795469.jpg,test,42,Yellow bellied Flycatcher
2420,2420,2420,2420,2421,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0021_795472.jpg,test,42,Yellow bellied Flycatcher
2422,2422,2422,2422,2423,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0032_42578.jpg,test,42,Yellow bellied Flycatcher
2426,2426,2426,2426,2427,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0061_795479.jpg,test,42,Yellow bellied Flycatcher
2429,2429,2429,2429,2430,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0029_795483.jpg,test,42,Yellow bellied Flycatcher
2430,2430,2430,2430,2431,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0025_795484.jpg,test,42,Yellow bellied Flycatcher
2433,2433,2433,2433,2434,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0001_795488.jpg,test,42,Yellow bellied Flycatcher
2434,2434,2434,2434,2435,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0026_795489.jpg,test,42,Yellow bellied Flycatcher
2435,2435,2435,2435,2436,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0017_795490.jpg,test,42,Yellow bellied Flycatcher
2436,2436,2436,2436,2437,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0007_795491.jpg,test,42,Yellow bellied Flycatcher
2437,2437,2437,2437,2438,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0053_795493.jpg,test,42,Yellow bellied Flycatcher
2441,2441,2441,2441,2442,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0015_795504.jpg,test,42,Yellow bellied Flycatcher
2443,2443,2443,2443,2444,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0055_795507.jpg,test,42,Yellow bellied Flycatcher
2444,2444,2444,2444,2445,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0046_795508.jpg,test,42,Yellow bellied Flycatcher
2449,2449,2449,2449,2450,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0066_795514.jpg,test,42,Yellow bellied Flycatcher
2451,2451,2451,2451,2452,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0005_42627.jpg,test,42,Yellow bellied Flycatcher
2452,2452,2452,2452,2453,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0065_42635.jpg,test,42,Yellow bellied Flycatcher
2453,2453,2453,2453,2454,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0028_42639.jpg,test,42,Yellow bellied Flycatcher
2455,2455,2455,2455,2456,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0027_42649.jpg,test,42,Yellow bellied Flycatcher
2456,2456,2456,2456,2457,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0014_42608.jpg,test,42,Yellow bellied Flycatcher
2458,2458,2458,2458,2459,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0033_42695.jpg,test,42,Yellow bellied Flycatcher
2462,2462,2462,2462,2463,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0024_42616.jpg,test,42,Yellow bellied Flycatcher
2463,2463,2463,2463,2464,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0060_42595.jpg,test,42,Yellow bellied Flycatcher
2465,2465,2465,2465,2466,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0039_795471.jpg,test,42,Yellow bellied Flycatcher
2467,2467,2467,2467,2468,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0011_42734.jpg,test,42,Yellow bellied Flycatcher
2469,2469,2469,2469,2470,44,044.Frigatebird/Frigatebird_0089_43013.jpg,test,43,Frigatebird
2471,2471,2471,2471,2472,44,044.Frigatebird/Frigatebird_0054_43019.jpg,test,43,Frigatebird
2472,2472,2472,2472,2473,44,044.Frigatebird/Frigatebird_0069_43541.jpg,test,43,Frigatebird
2473,2473,2473,2473,2474,44,044.Frigatebird/Frigatebird_0074_43035.jpg,test,43,Frigatebird
2474,2474,2474,2474,2475,44,044.Frigatebird/Frigatebird_0122_43549.jpg,test,43,Frigatebird
2475,2475,2475,2475,2476,44,044.Frigatebird/Frigatebird_0073_43038.jpg,test,43,Frigatebird
2480,2480,2480,2480,2481,44,044.Frigatebird/Frigatebird_0034_43053.jpg,test,43,Frigatebird
2481,2481,2481,2481,2482,44,044.Frigatebird/Frigatebird_0060_43054.jpg,test,43,Frigatebird
2482,2482,2482,2482,2483,44,044.Frigatebird/Frigatebird_0097_43567.jpg,test,43,Frigatebird
2484,2484,2484,2484,2485,44,044.Frigatebird/Frigatebird_0096_43571.jpg,test,43,Frigatebird
2487,2487,2487,2487,2488,44,044.Frigatebird/Frigatebird_0091_43066.jpg,test,43,Frigatebird
2488,2488,2488,2488,2489,44,044.Frigatebird/Frigatebird_0050_43084.jpg,test,43,Frigatebird
2490,2490,2490,2490,2491,44,044.Frigatebird/Frigatebird_0023_43110.jpg,test,43,Frigatebird
2491,2491,2491,2491,2492,44,044.Frigatebird/Frigatebird_0015_43132.jpg,test,43,Frigatebird
2492,2492,2492,2492,2493,44,044.Frigatebird/Frigatebird_0016_43159.jpg,test,43,Frigatebird
2493,2493,2493,2493,2494,44,044.Frigatebird/Frigatebird_0129_43183.jpg,test,43,Frigatebird
2494,2494,2494,2494,2495,44,044.Frigatebird/Frigatebird_0118_43189.jpg,test,43,Frigatebird
2495,2495,2495,2495,2496,44,044.Frigatebird/Frigatebird_0062_43193.jpg,test,43,Frigatebird
2496,2496,2496,2496,2497,44,044.Frigatebird/Frigatebird_0088_43201.jpg,test,43,Frigatebird
2497,2497,2497,2497,2498,44,044.Frigatebird/Frigatebird_0092_43206.jpg,test,43,Frigatebird
2498,2498,2498,2498,2499,44,044.Frigatebird/Frigatebird_0098_43207.jpg,test,43,Frigatebird
2499,2499,2499,2499,2500,44,044.Frigatebird/Frigatebird_0011_43213.jpg,test,43,Frigatebird
2502,2502,2502,2502,2503,44,044.Frigatebird/Frigatebird_0058_43251.jpg,test,43,Frigatebird
2504,2504,2504,2504,2505,44,044.Frigatebird/Frigatebird_0081_42779.jpg,test,43,Frigatebird
2506,2506,2506,2506,2507,44,044.Frigatebird/Frigatebird_0120_43300.jpg,test,43,Frigatebird
2507,2507,2507,2507,2508,44,044.Frigatebird/Frigatebird_0121_42791.jpg,test,43,Frigatebird
2510,2510,2510,2510,2511,44,044.Frigatebird/Frigatebird_0063_42812.jpg,test,43,Frigatebird
2513,2513,2513,2513,2514,44,044.Frigatebird/Frigatebird_0019_43348.jpg,test,43,Frigatebird
2519,2519,2519,2519,2520,44,044.Frigatebird/Frigatebird_0052_43411.jpg,test,43,Frigatebird
2524,2524,2524,2524,2525,44,044.Frigatebird/Frigatebird_0031_42979.jpg,test,43,Frigatebird
2530,2530,2530,2530,2531,45,045.Northern_Fulmar/Northern_Fulmar_0033_43794.jpg,test,44,Northern Fulmar
2531,2531,2531,2531,2532,45,045.Northern_Fulmar/Northern_Fulmar_0103_44062.jpg,test,44,Northern Fulmar
2537,2537,2537,2537,2538,45,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,test,44,Northern Fulmar
2539,2539,2539,2539,2540,45,045.Northern_Fulmar/Northern_Fulmar_0053_43843.jpg,test,44,Northern Fulmar
2540,2540,2540,2540,2541,45,045.Northern_Fulmar/Northern_Fulmar_0038_43846.jpg,test,44,Northern Fulmar
2546,2546,2546,2546,2547,45,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,test,44,Northern Fulmar
2547,2547,2547,2547,2548,45,045.Northern_Fulmar/Northern_Fulmar_0097_43865.jpg,test,44,Northern Fulmar
2548,2548,2548,2548,2549,45,045.Northern_Fulmar/Northern_Fulmar_0090_43867.jpg,test,44,Northern Fulmar
2550,2550,2550,2550,2551,45,045.Northern_Fulmar/Northern_Fulmar_0012_44131.jpg,test,44,Northern Fulmar
2551,2551,2551,2551,2552,45,045.Northern_Fulmar/Northern_Fulmar_0056_43880.jpg,test,44,Northern Fulmar
2552,2552,2552,2552,2553,45,045.Northern_Fulmar/Northern_Fulmar_0063_43631.jpg,test,44,Northern Fulmar
2555,2555,2555,2555,2556,45,045.Northern_Fulmar/Northern_Fulmar_0008_43647.jpg,test,44,Northern Fulmar
2556,2556,2556,2556,2557,45,045.Northern_Fulmar/Northern_Fulmar_0049_43906.jpg,test,44,Northern Fulmar
2558,2558,2558,2558,2559,45,045.Northern_Fulmar/Northern_Fulmar_0096_43654.jpg,test,44,Northern Fulmar
2560,2560,2560,2560,2561,45,045.Northern_Fulmar/Northern_Fulmar_0015_43658.jpg,test,44,Northern Fulmar
2568,2568,2568,2568,2569,45,045.Northern_Fulmar/Northern_Fulmar_0016_43958.jpg,test,44,Northern Fulmar
2569,2569,2569,2569,2570,45,045.Northern_Fulmar/Northern_Fulmar_0027_43705.jpg,test,44,Northern Fulmar
2570,2570,2570,2570,2571,45,045.Northern_Fulmar/Northern_Fulmar_0064_43710.jpg,test,44,Northern Fulmar
2571,2571,2571,2571,2572,45,045.Northern_Fulmar/Northern_Fulmar_0037_43712.jpg,test,44,Northern Fulmar
2573,2573,2573,2573,2574,45,045.Northern_Fulmar/Northern_Fulmar_0036_43718.jpg,test,44,Northern Fulmar
2574,2574,2574,2574,2575,45,045.Northern_Fulmar/Northern_Fulmar_0077_43730.jpg,test,44,Northern Fulmar
2576,2576,2576,2576,2577,45,045.Northern_Fulmar/Northern_Fulmar_0042_43739.jpg,test,44,Northern Fulmar
2577,2577,2577,2577,2578,45,045.Northern_Fulmar/Northern_Fulmar_0021_43743.jpg,test,44,Northern Fulmar
2578,2578,2578,2578,2579,45,045.Northern_Fulmar/Northern_Fulmar_0078_43985.jpg,test,44,Northern Fulmar
2579,2579,2579,2579,2580,45,045.Northern_Fulmar/Northern_Fulmar_0001_43749.jpg,test,44,Northern Fulmar
2580,2580,2580,2580,2581,45,045.Northern_Fulmar/Northern_Fulmar_0031_43750.jpg,test,44,Northern Fulmar
2581,2581,2581,2581,2582,45,045.Northern_Fulmar/Northern_Fulmar_0052_43857.jpg,test,44,Northern Fulmar
2582,2582,2582,2582,2583,45,045.Northern_Fulmar/Northern_Fulmar_0028_43752.jpg,test,44,Northern Fulmar
2587,2587,2587,2587,2588,45,045.Northern_Fulmar/Northern_Fulmar_0011_43769.jpg,test,44,Northern Fulmar
2588,2588,2588,2588,2589,45,045.Northern_Fulmar/Northern_Fulmar_0018_43771.jpg,test,44,Northern Fulmar
2589,2589,2589,2589,2590,46,046.Gadwall/Gadwall_0022_31616.jpg,test,45,Gadwall
2591,2591,2591,2591,2592,46,046.Gadwall/Gadwall_0019_30984.jpg,test,45,Gadwall
2593,2593,2593,2593,2594,46,046.Gadwall/Gadwall_0058_31660.jpg,test,45,Gadwall
2595,2595,2595,2595,2596,46,046.Gadwall/Gadwall_0080_31747.jpg,test,45,Gadwall
2598,2598,2598,2598,2599,46,046.Gadwall/Gadwall_0040_31788.jpg,test,45,Gadwall
2599,2599,2599,2599,2600,46,046.Gadwall/Gadwall_0007_31537.jpg,test,45,Gadwall
2602,2602,2602,2602,2603,46,046.Gadwall/Gadwall_0004_31669.jpg,test,45,Gadwall
2603,2603,2603,2603,2604,46,046.Gadwall/Gadwall_0082_31301.jpg,test,45,Gadwall
2605,2605,2605,2605,2606,46,046.Gadwall/Gadwall_0079_31052.jpg,test,45,Gadwall
2606,2606,2606,2606,2607,46,046.Gadwall/Gadwall_0087_31821.jpg,test,45,Gadwall
2608,2608,2608,2608,2609,46,046.Gadwall/Gadwall_0014_31570.jpg,test,45,Gadwall
2609,2609,2609,2609,2610,46,046.Gadwall/Gadwall_0041_31064.jpg,test,45,Gadwall
2610,2610,2610,2610,2611,46,046.Gadwall/Gadwall_0092_31162.jpg,test,45,Gadwall
2612,2612,2612,2612,2613,46,046.Gadwall/Gadwall_0009_31847.jpg,test,45,Gadwall
2613,2613,2613,2613,2614,46,046.Gadwall/Gadwall_0088_31854.jpg,test,45,Gadwall
2616,2616,2616,2616,2617,46,046.Gadwall/Gadwall_0047_31360.jpg,test,45,Gadwall
2617,2617,2617,2617,2618,46,046.Gadwall/Gadwall_0028_31623.jpg,test,45,Gadwall
2618,2618,2618,2618,2619,46,046.Gadwall/Gadwall_0085_31171.jpg,test,45,Gadwall
2621,2621,2621,2621,2622,46,046.Gadwall/Gadwall_0059_31646.jpg,test,45,Gadwall
2623,2623,2623,2623,2624,46,046.Gadwall/Gadwall_0068_30886.jpg,test,45,Gadwall
2626,2626,2626,2626,2627,46,046.Gadwall/Gadwall_0093_30898.jpg,test,45,Gadwall
2627,2627,2627,2627,2628,46,046.Gadwall/Gadwall_0010_31158.jpg,test,45,Gadwall
2629,2629,2629,2629,2630,46,046.Gadwall/Gadwall_0095_30911.jpg,test,45,Gadwall
2630,2630,2630,2630,2631,46,046.Gadwall/Gadwall_0055_30912.jpg,test,45,Gadwall
2631,2631,2631,2631,2632,46,046.Gadwall/Gadwall_0065_31659.jpg,test,45,Gadwall
2632,2632,2632,2632,2633,46,046.Gadwall/Gadwall_0052_30915.jpg,test,45,Gadwall
2635,2635,2635,2635,2636,46,046.Gadwall/Gadwall_0050_31223.jpg,test,45,Gadwall
2639,2639,2639,2639,2640,46,046.Gadwall/Gadwall_0025_30933.jpg,test,45,Gadwall
2647,2647,2647,2647,2648,46,046.Gadwall/Gadwall_0027_30966.jpg,test,45,Gadwall
2648,2648,2648,2648,2649,46,046.Gadwall/Gadwall_0013_31020.jpg,test,45,Gadwall
2649,2649,2649,2649,2650,47,047.American_Goldfinch/American_Goldfinch_0074_32265.jpg,test,46,American Goldfinch
2651,2651,2651,2651,2652,47,047.American_Goldfinch/American_Goldfinch_0136_32277.jpg,test,46,American Goldfinch
2652,2652,2652,2652,2653,47,047.American_Goldfinch/American_Goldfinch_0061_32281.jpg,test,46,American Goldfinch
2654,2654,2654,2654,2655,47,047.American_Goldfinch/American_Goldfinch_0084_32295.jpg,test,46,American Goldfinch
2656,2656,2656,2656,2657,47,047.American_Goldfinch/American_Goldfinch_0040_32323.jpg,test,46,American Goldfinch
2657,2657,2657,2657,2658,47,047.American_Goldfinch/American_Goldfinch_0018_32324.jpg,test,46,American Goldfinch
2659,2659,2659,2659,2660,47,047.American_Goldfinch/American_Goldfinch_0012_32338.jpg,test,46,American Goldfinch
2661,2661,2661,2661,2662,47,047.American_Goldfinch/American_Goldfinch_0115_32362.jpg,test,46,American Goldfinch
2668,2668,2668,2668,2669,47,047.American_Goldfinch/American_Goldfinch_0049_31889.jpg,test,46,American Goldfinch
2669,2669,2669,2669,2670,47,047.American_Goldfinch/American_Goldfinch_0082_31890.jpg,test,46,American Goldfinch
2670,2670,2670,2670,2671,47,047.American_Goldfinch/American_Goldfinch_0090_31893.jpg,test,46,American Goldfinch
2672,2672,2672,2672,2673,47,047.American_Goldfinch/American_Goldfinch_0004_31903.jpg,test,46,American Goldfinch
2673,2673,2673,2673,2674,47,047.American_Goldfinch/American_Goldfinch_0036_31910.jpg,test,46,American Goldfinch
2674,2674,2674,2674,2675,47,047.American_Goldfinch/American_Goldfinch_0050_31913.jpg,test,46,American Goldfinch
2675,2675,2675,2675,2676,47,047.American_Goldfinch/American_Goldfinch_0062_31921.jpg,test,46,American Goldfinch
2676,2676,2676,2676,2677,47,047.American_Goldfinch/American_Goldfinch_0032_31922.jpg,test,46,American Goldfinch
2677,2677,2677,2677,2678,47,047.American_Goldfinch/American_Goldfinch_0034_32371.jpg,test,46,American Goldfinch
2679,2679,2679,2679,2680,47,047.American_Goldfinch/American_Goldfinch_0116_31943.jpg,test,46,American Goldfinch
2680,2680,2680,2680,2681,47,047.American_Goldfinch/American_Goldfinch_0108_32974.jpg,test,46,American Goldfinch
2684,2684,2684,2684,2685,47,047.American_Goldfinch/American_Goldfinch_0042_31979.jpg,test,46,American Goldfinch
2688,2688,2688,2688,2689,47,047.American_Goldfinch/American_Goldfinch_0123_32505.jpg,test,46,American Goldfinch
2690,2690,2690,2690,2691,47,047.American_Goldfinch/American_Goldfinch_0131_32911.jpg,test,46,American Goldfinch
2692,2692,2692,2692,2693,47,047.American_Goldfinch/American_Goldfinch_0107_32618.jpg,test,46,American Goldfinch
2693,2693,2693,2693,2694,47,047.American_Goldfinch/American_Goldfinch_0022_32111.jpg,test,46,American Goldfinch
2694,2694,2694,2694,2695,47,047.American_Goldfinch/American_Goldfinch_0129_32625.jpg,test,46,American Goldfinch
2695,2695,2695,2695,2696,47,047.American_Goldfinch/American_Goldfinch_0064_32142.jpg,test,46,American Goldfinch
2702,2702,2702,2702,2703,47,047.American_Goldfinch/American_Goldfinch_0118_32210.jpg,test,46,American Goldfinch
2704,2704,2704,2704,2705,47,047.American_Goldfinch/American_Goldfinch_0029_32218.jpg,test,46,American Goldfinch
2706,2706,2706,2706,2707,47,047.American_Goldfinch/American_Goldfinch_0103_32225.jpg,test,46,American Goldfinch
2708,2708,2708,2708,2709,47,047.American_Goldfinch/American_Goldfinch_0105_32238.jpg,test,46,American Goldfinch
2709,2709,2709,2709,2710,48,048.European_Goldfinch/European_Goldfinch_0073_794633.jpg,test,47,European Goldfinch
2710,2710,2710,2710,2711,48,048.European_Goldfinch/European_Goldfinch_0104_794634.jpg,test,47,European Goldfinch
2711,2711,2711,2711,2712,48,048.European_Goldfinch/European_Goldfinch_0067_794637.jpg,test,47,European Goldfinch
2712,2712,2712,2712,2713,48,048.European_Goldfinch/European_Goldfinch_0017_794638.jpg,test,47,European Goldfinch
2714,2714,2714,2714,2715,48,048.European_Goldfinch/European_Goldfinch_0036_794642.jpg,test,47,European Goldfinch
2715,2715,2715,2715,2716,48,048.European_Goldfinch/European_Goldfinch_0040_794643.jpg,test,47,European Goldfinch
2716,2716,2716,2716,2717,48,048.European_Goldfinch/European_Goldfinch_0020_794644.jpg,test,47,European Goldfinch
2724,2724,2724,2724,2725,48,048.European_Goldfinch/European_Goldfinch_0048_794656.jpg,test,47,European Goldfinch
2726,2726,2726,2726,2727,48,048.European_Goldfinch/European_Goldfinch_0075_794660.jpg,test,47,European Goldfinch
2729,2729,2729,2729,2730,48,048.European_Goldfinch/European_Goldfinch_0058_794665.jpg,test,47,European Goldfinch
2730,2730,2730,2730,2731,48,048.European_Goldfinch/European_Goldfinch_0080_33322.jpg,test,47,European Goldfinch
2732,2732,2732,2732,2733,48,048.European_Goldfinch/European_Goldfinch_0092_794671.jpg,test,47,European Goldfinch
2734,2734,2734,2734,2735,48,048.European_Goldfinch/European_Goldfinch_0094_794673.jpg,test,47,European Goldfinch
2735,2735,2735,2735,2736,48,048.European_Goldfinch/European_Goldfinch_0022_794674.jpg,test,47,European Goldfinch
2736,2736,2736,2736,2737,48,048.European_Goldfinch/European_Goldfinch_0038_794675.jpg,test,47,European Goldfinch
2737,2737,2737,2737,2738,48,048.European_Goldfinch/European_Goldfinch_0047_33332.jpg,test,47,European Goldfinch
2739,2739,2739,2739,2740,48,048.European_Goldfinch/European_Goldfinch_0085_794682.jpg,test,47,European Goldfinch
2743,2743,2743,2743,2744,48,048.European_Goldfinch/European_Goldfinch_0077_33346.jpg,test,47,European Goldfinch
2745,2745,2745,2745,2746,48,048.European_Goldfinch/European_Goldfinch_0087_794693.jpg,test,47,European Goldfinch
2750,2750,2750,2750,2751,48,048.European_Goldfinch/European_Goldfinch_0070_33084.jpg,test,47,European Goldfinch
2751,2751,2751,2751,2752,48,048.European_Goldfinch/European_Goldfinch_0106_33298.jpg,test,47,European Goldfinch
2752,2752,2752,2752,2753,48,048.European_Goldfinch/European_Goldfinch_0037_33149.jpg,test,47,European Goldfinch
2759,2759,2759,2759,2760,48,048.European_Goldfinch/European_Goldfinch_0108_33176.jpg,test,47,European Goldfinch
2760,2760,2760,2760,2761,48,048.European_Goldfinch/European_Goldfinch_0081_33259.jpg,test,47,European Goldfinch
2762,2762,2762,2762,2763,48,048.European_Goldfinch/European_Goldfinch_0011_794676.jpg,test,47,European Goldfinch
2763,2763,2763,2763,2764,48,048.European_Goldfinch/European_Goldfinch_0062_794657.jpg,test,47,European Goldfinch
2764,2764,2764,2764,2765,48,048.European_Goldfinch/European_Goldfinch_0084_33147.jpg,test,47,European Goldfinch
2765,2765,2765,2765,2766,48,048.European_Goldfinch/European_Goldfinch_0034_33256.jpg,test,47,European Goldfinch
2766,2766,2766,2766,2767,48,048.European_Goldfinch/European_Goldfinch_0005_33263.jpg,test,47,European Goldfinch
2768,2768,2768,2768,2769,48,048.European_Goldfinch/European_Goldfinch_0089_33279.jpg,test,47,European Goldfinch
2769,2769,2769,2769,2770,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0096_33801.jpg,test,48,Boat tailed Grackle
2772,2772,2772,2772,2773,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0116_33808.jpg,test,48,Boat tailed Grackle
2773,2773,2773,2773,2774,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0066_33368.jpg,test,48,Boat tailed Grackle
2775,2775,2775,2775,2776,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0095_33568.jpg,test,48,Boat tailed Grackle
2777,2777,2777,2777,2778,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0075_33839.jpg,test,48,Boat tailed Grackle
2779,2779,2779,2779,2780,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0060_33589.jpg,test,48,Boat tailed Grackle
2781,2781,2781,2781,2782,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0051_33600.jpg,test,48,Boat tailed Grackle
2782,2782,2782,2782,2783,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0004_33858.jpg,test,48,Boat tailed Grackle
2783,2783,2783,2783,2784,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0083_33590.jpg,test,48,Boat tailed Grackle
2784,2784,2784,2784,2785,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0125_33867.jpg,test,48,Boat tailed Grackle
2788,2788,2788,2788,2789,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0087_33369.jpg,test,48,Boat tailed Grackle
2789,2789,2789,2789,2790,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0009_33373.jpg,test,48,Boat tailed Grackle
2791,2791,2791,2791,2792,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0054_33633.jpg,test,48,Boat tailed Grackle
2795,2795,2795,2795,2796,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0024_33393.jpg,test,48,Boat tailed Grackle
2798,2798,2798,2798,2799,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0108_33398.jpg,test,48,Boat tailed Grackle
2800,2800,2800,2800,2801,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0052_33676.jpg,test,48,Boat tailed Grackle
2801,2801,2801,2801,2802,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0049_33422.jpg,test,48,Boat tailed Grackle
2802,2802,2802,2802,2803,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0065_33423.jpg,test,48,Boat tailed Grackle
2803,2803,2803,2803,2804,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0069_33685.jpg,test,48,Boat tailed Grackle
2804,2804,2804,2804,2805,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0019_33687.jpg,test,48,Boat tailed Grackle
2805,2805,2805,2805,2806,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0088_33448.jpg,test,48,Boat tailed Grackle
2806,2806,2806,2806,2807,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0099_33455.jpg,test,48,Boat tailed Grackle
2809,2809,2809,2809,2810,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0101_33611.jpg,test,48,Boat tailed Grackle
