,Unnamed: 0,md5hash,fitzpatrick_scale,fitzpatrick_centaur,species,nine_partition_label,three_partition_label,qc,url,url_alphanum,filename,fitzpatrick,fitzpatrick_v,three_v,nine_v,label_v,split,label
128,128,c53b8392fe54762302c1ea611b31f0a4,3,2,seborrheic keratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses69.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses69jpg.jpg,data/finalfitz17k/c53b8392fe54762302c1ea611b31f0a4.jpg,2.5,3,0,1,96,val,23
129,129,66d010a52397b508509c4f44e6c3c869,2,1,solid cystic basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma9.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolidcysticbasalcellcarcinomasolidcysticbasalcellcarcinoma9jpg.jpg,data/finalfitz17k/66d010a52397b508509c4f44e6c3c869.jpg,1.5,1,1,7,97,val,12
130,130,96bec8fd4da31a9d4121ca5d0b98c0f3,1,1,granuloma pyogenic,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum11.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomapyogenicumgranulomapyogenicum11jpg.jpg,data/finalfitz17k/96bec8fd4da31a9d4121ca5d0b98c0f3.jpg,1.0,0,0,0,35,val,34
131,131,a3a2e68f839c7eabb994e3ec4fa4ed5a,2,1,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna86.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna86jpg.jpg,data/finalfitz17k/a3a2e68f839c7eabb994e3ec4fa4ed5a.jpg,1.5,1,1,8,46,val,9
132,132,9a858678c1ca45048fea968916a3a0f4,5,5,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa1.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa1jpg.jpg,data/finalfitz17k/9a858678c1ca45048fea968916a3a0f4.jpg,5.0,8,2,3,25,val,35
133,133,a7d4bdf1b6b77a8ae55638781012c22f,1,2,livedo reticularis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/livedo-reticularis/livedo-reticularis32.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlivedoreticularislivedoreticularis32jpg.jpg,data/finalfitz17k/a7d4bdf1b6b77a8ae55638781012c22f.jpg,1.5,1,2,4,50,val,14
134,134,c1cde759eca19dd8fbe3884a352ba3c1,5,4,seborrheic keratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses40.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses40jpg.jpg,data/finalfitz17k/c1cde759eca19dd8fbe3884a352ba3c1.jpg,4.5,7,0,1,96,val,23
135,135,11ff1e0de2a9bc7650ae19c9965c1bd9,2,3,ichthyosis vulgaris,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris44.jpg,httpwwwdermaamincomsiteimagesclinicalpicIichthyosisvulgarisichthyosisvulgaris44jpg.jpg,data/finalfitz17k/11ff1e0de2a9bc7650ae19c9965c1bd9.jpg,2.5,3,2,3,39,val,16
136,136,accc691e256ac8445b9e4bdbea0cae43,2,1,porokeratosis of mibelli,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli65.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisofmibelliporokeratosisofmibelli65jpg.jpg,data/finalfitz17k/accc691e256ac8445b9e4bdbea0cae43.jpg,1.5,1,0,1,82,val,21
137,137,d5752551d0b7b31422986128112c41a1,3,-1,nevus sebaceous of jadassohn,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn36.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn36jpg.jpg,data/finalfitz17k/d5752551d0b7b31422986128112c41a1.jpg,3.0,4,0,1,70,val,39
138,138,faf05b4143793e6704d256f04af590f8,2,2,acanthosis nigricans,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans19.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacanthosisnigricansacanthosisnigricans19jpg.jpg,data/finalfitz17k/faf05b4143793e6704d256f04af590f8.jpg,2.0,2,2,4,0,val,38
139,139,cfd8694ca639f7a637cb5b423bc848df,2,2,port wine stain,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain16.jpg,httpwwwdermaamincomsiteimagesclinicalpicpportwinestainportwinestain16jpg.jpg,data/finalfitz17k/cfd8694ca639f7a637cb5b423bc848df.jpg,2.0,2,0,0,84,val,13
140,140,d3c7eee6e297d259bf3ffa94ff26c315,2,1,pilar cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst3.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalcystepidermalcyst3jpg.jpg,data/finalfitz17k/d3c7eee6e297d259bf3ffa94ff26c315.jpg,1.5,1,0,0,76,val,2
141,141,aad87a8540bd5abf41fc747df85a7873,1,2,livedo reticularis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/livedo-reticularis/livedo-reticularis28.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlivedoreticularislivedoreticularis28jpg.jpg,data/finalfitz17k/aad87a8540bd5abf41fc747df85a7873.jpg,1.5,1,2,4,50,val,14
142,142,a07a48332fa6c0b2c5614d8377c6b86f,1,1,basal cell carcinoma morpheiform,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform40.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomamorpheiformbasalcellcarcinomamorpheiform40jpg.jpg,data/finalfitz17k/a07a48332fa6c0b2c5614d8377c6b86f.jpg,1.0,0,1,7,9,val,37
143,143,d2759e6c59ad633ba331d11c404a81f6,3,2,dyshidrotic eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pompholyx/pompholyx27.jpg,httpwwwdermaamincomsiteimagesclinicalpicppompholyxpompholyx27jpg.jpg,data/finalfitz17k/d2759e6c59ad633ba331d11c404a81f6.jpg,2.5,3,2,4,21,val,17
144,144,0e89f04740ad87bdecb1e5256b079469,1,1,nevocytic nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus40.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus40jpg.jpg,data/finalfitz17k/0e89f04740ad87bdecb1e5256b079469.jpg,1.0,0,0,2,69,val,31
145,145,436553d36c09a74bf880b956a5991bf2,5,1,ichthyosis vulgaris,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris27.jpg,httpwwwdermaamincomsiteimagesclinicalpicIichthyosisvulgarisichthyosisvulgaris27jpg.jpg,data/finalfitz17k/436553d36c09a74bf880b956a5991bf2.jpg,3.0,4,2,3,39,val,16
146,146,127c614a1b7946171d4481ece27e5834,1,1,solid cystic basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma24.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolidcysticbasalcellcarcinomasolidcysticbasalcellcarcinoma24jpg.jpg,data/finalfitz17k/127c614a1b7946171d4481ece27e5834.jpg,1.0,0,1,7,97,val,12
147,147,437558c4462a1579c1274cbed6cd49a0,4,5,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa3.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa3jpg.jpg,data/finalfitz17k/437558c4462a1579c1274cbed6cd49a0.jpg,4.5,7,2,3,25,val,35
148,148,ea98d1de050f9dc7f3dec15022fa51e5,4,2,congenital nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus16.jpg,httpwwwdermaamincomsiteimagesclinicalpicccongentialnevuscongentialnevus16jpg.jpg,data/finalfitz17k/ea98d1de050f9dc7f3dec15022fa51e5.jpg,3.0,4,0,2,14,val,18
149,149,ca00626646fc143e2c9e6023b632fff3,2,1,keratosis pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris6.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosispilariskeratosispilaris6jpg.jpg,data/finalfitz17k/ca00626646fc143e2c9e6023b632fff3.jpg,1.5,1,2,4,44,val,33
150,150,da29abd31386d95aea6f114cf6368264,3,3,erythema nodosum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum29.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemanodosumerythemanodosum29jpg.jpg,data/finalfitz17k/da29abd31386d95aea6f114cf6368264.jpg,3.0,4,2,4,29,val,3
151,151,1d8f3174b0f4389e67feadda75acd642,6,5,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa17.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa17jpg.jpg,data/finalfitz17k/1d8f3174b0f4389e67feadda75acd642.jpg,5.5,9,2,3,25,val,35
152,152,d5bb4d5ef36446ecb4a128de9c2fc222,4,4,behcets disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease40.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbehcetsdiseasebehcetsdisease40jpg.jpg,data/finalfitz17k/d5bb4d5ef36446ecb4a128de9c2fc222.jpg,4.0,6,2,4,11,val,7
153,153,08993ba4b35fcaa6a4083875677eeeaf,1,1,erythema elevatum diutinum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum7.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaelevatumdiutinumerythemaelevatumdiutinum7jpg.jpg,data/finalfitz17k/08993ba4b35fcaa6a4083875677eeeaf.jpg,1.0,0,2,4,27,val,24
154,154,eaf7cc4939fa54d84ecabe02544d7cf9,2,1,erythema annulare centrifigum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum8.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaannularecentrifugumerythemaannularecentrifugum8jpg.jpg,data/finalfitz17k/eaf7cc4939fa54d84ecabe02544d7cf9.jpg,1.5,1,2,4,26,val,27
155,155,d9f812b38d451cd2ecdfea22ce8d133c,2,1,becker nevus,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus6.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbeckersnevusbeckersnevus6jpg.jpg,data/finalfitz17k/d9f812b38d451cd2ecdfea22ce8d133c.jpg,1.5,1,0,0,10,val,0
156,156,d8e7448c86f349f0b31e5ec9bfc8a15e,4,3,pityriasis lichenoides chronica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_lichenoid_chronica/pityriasis_lichenoid_chronica29.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasislichenoidchronicapityriasislichenoidchronica29jpg.jpg,data/finalfitz17k/d8e7448c86f349f0b31e5ec9bfc8a15e.jpg,3.5,5,2,4,78,val,30
157,157,7988e68f832bb19897674c9f9cde54fa,3,2,acanthosis nigricans,inflammatory,non-neoplastic,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacanthosisnigricansacanthosisnigricans7jpg.jpg,data/finalfitz17k/7988e68f832bb19897674c9f9cde54fa.jpg,2.5,3,2,4,0,val,38
158,158,1bd80c6acd5903aa2c441824b6afb125,1,1,dyshidrotic eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pompholyx/pompholyx21.jpg,httpwwwdermaamincomsiteimagesclinicalpicppompholyxpompholyx21jpg.jpg,data/finalfitz17k/1bd80c6acd5903aa2c441824b6afb125.jpg,1.0,0,2,4,21,val,17
159,159,51c066c6dcf0d10fc8bc867b77fb2d16,3,2,basal cell carcinoma morpheiform,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform2.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomamorpheiformbasalcellcarcinomamorpheiform2jpg.jpg,data/finalfitz17k/51c066c6dcf0d10fc8bc867b77fb2d16.jpg,2.5,3,1,7,9,val,37
160,160,30e576749a1ea43626b9fa7ebd7e2cb9,1,1,acrodermatitis enteropathica,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica19.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica19jpg.jpg,data/finalfitz17k/30e576749a1ea43626b9fa7ebd7e2cb9.jpg,1.0,0,2,3,4,val,28
161,161,3004e5b536a87aab3a6ed41b7a977e21,2,2,erythema annulare centrifigum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum45.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaannularecentrifugumerythemaannularecentrifugum45jpg.jpg,data/finalfitz17k/3004e5b536a87aab3a6ed41b7a977e21.jpg,2.0,2,2,4,26,val,27
162,162,196dfc5223636f748ea958ad6f04374c,1,1,naevus comedonicus,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/naevus_comedonicus/naevus_comedonicus13.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnaevuscomedonicusnaevuscomedonicus13jpg.jpg,data/finalfitz17k/196dfc5223636f748ea958ad6f04374c.jpg,1.0,0,0,1,62,val,19
163,163,46d63b65e22a9550311ee36217e78f00,1,1,seborrheic keratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses56.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses56jpg.jpg,data/finalfitz17k/46d63b65e22a9550311ee36217e78f00.jpg,1.0,0,0,1,96,val,23
164,164,d863e7bbbcaeee146406683d15cdbb01,1,1,nevocytic nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus33.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus33jpg.jpg,data/finalfitz17k/d863e7bbbcaeee146406683d15cdbb01.jpg,1.0,0,0,2,69,val,31
165,165,fae7f97e274f838ddd27fb4d5b6c881f,3,3,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa49.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa49jpg.jpg,data/finalfitz17k/fae7f97e274f838ddd27fb4d5b6c881f.jpg,3.0,4,2,3,25,val,35
166,166,f0e90b82bf2702a872da3fd66eee6920,2,1,pilomatricoma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma37.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilomatrixomapilomatrixoma37jpg.jpg,data/finalfitz17k/f0e90b82bf2702a872da3fd66eee6920.jpg,1.5,1,0,0,77,val,26
167,167,21990c0bb830e8bb56bf997067a154a3,2,2,nevocytic nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus68.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus68jpg.jpg,data/finalfitz17k/21990c0bb830e8bb56bf997067a154a3.jpg,2.0,2,0,2,69,val,31
168,168,38ae30460612ac94983d43be0c065664,2,2,stasis edema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-dermatitis/stasis-dermatitis18.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstasisdermatitisstasisdermatitis18jpg.jpg,data/finalfitz17k/38ae30460612ac94983d43be0c065664.jpg,2.0,2,2,4,99,val,4
169,169,ed24b99640dcb478c592fea15c38aa52,3,3,livedo reticularis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/livedo-reticularis/livedo-reticularis45.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlivedoreticularislivedoreticularis45jpg.jpg,data/finalfitz17k/ed24b99640dcb478c592fea15c38aa52.jpg,3.0,4,2,4,50,val,14
170,170,c58b36d43b603d55872591900626ced3,3,3,pilomatricoma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma4.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilomatrixomapilomatrixoma4jpg.jpg,data/finalfitz17k/c58b36d43b603d55872591900626ced3.jpg,3.0,4,0,0,77,val,26
171,171,cbb929b783aded4261d4ffb9f3b3b0b6,2,3,epidermal nevus,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus11.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalnaevusepidermalnaevus11jpg.jpg,data/finalfitz17k/cbb929b783aded4261d4ffb9f3b3b0b6.jpg,2.5,3,0,1,24,val,1
172,172,206be927bc9030c8608c2ded1df534cb,1,1,solid cystic basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma32.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolidcysticbasalcellcarcinomasolidcysticbasalcellcarcinoma32jpg.jpg,data/finalfitz17k/206be927bc9030c8608c2ded1df534cb.jpg,1.0,0,1,7,97,val,12
173,173,ab17fb3c6b9f7cff5462eb2197788d4e,2,2,aplasia cutis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta12.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaplasiacutiscongenitacircumscriptaaplasiacutiscongenitacircumscripta12jpg.jpg,data/finalfitz17k/ab17fb3c6b9f7cff5462eb2197788d4e.jpg,2.0,2,2,4,7,val,20
174,174,dc0f9001007f0a01e320b0236c3a4492,4,2,congenital nevus,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/naevus-congenital/naevus-congenital15.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnaevuscongenitalnaevuscongenital15jpg.jpg,data/finalfitz17k/dc0f9001007f0a01e320b0236c3a4492.jpg,3.0,4,0,1,62,val,18
175,175,9c1bae28ebbfd190380c0fac3d9f3437,6,5,pityriasis lichenoides chronica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_lichenoid_chronica/pityriasis_lichenoid_chronica8.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasislichenoidchronicapityriasislichenoidchronica8jpg.jpg,data/finalfitz17k/9c1bae28ebbfd190380c0fac3d9f3437.jpg,5.5,9,2,4,78,val,30
176,176,fe78ce434417eb7c5530f6478cbb463b,5,6,behcets disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease18.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbehcetsdiseasebehcetsdisease18jpg.jpg,data/finalfitz17k/fe78ce434417eb7c5530f6478cbb463b.jpg,5.5,9,2,4,11,val,7
177,177,03cf3a3ad1af2cc61b194974667cfef6,3,2,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum9.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum9jpg.jpg,data/finalfitz17k/03cf3a3ad1af2cc61b194974667cfef6.jpg,2.5,3,2,3,113,val,6
178,178,244e2e9d82e63e5767f677f6da781f7f,4,3,acrodermatitis enteropathica,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica41.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica41jpg.jpg,data/finalfitz17k/244e2e9d82e63e5767f677f6da781f7f.jpg,3.5,5,2,3,4,val,28
179,179,d34afc36bc5206d5daf58f634bdcff2b,2,2,port wine stain,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain32.jpg,httpwwwdermaamincomsiteimagesclinicalpicpportwinestainportwinestain32jpg.jpg,data/finalfitz17k/d34afc36bc5206d5daf58f634bdcff2b.jpg,2.0,2,0,0,84,val,13
180,180,4526fe87f790f393847bd94293420d5b,5,5,lichen amyloidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis53.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenamyloidosislichenamyloidosis53jpg.jpg,data/finalfitz17k/4526fe87f790f393847bd94293420d5b.jpg,5.0,8,2,4,47,val,32
181,181,f9c61ff6104c25edcd7a3cd39a73b612,2,2,disseminated actinic porokeratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis7.jpg,httpwwwdermaamincomsiteimagesclinicalpicddisseminatedsuperficialactinicporokeratosisdisseminatedsuperficialactinicporokeratosis7jpg.jpg,data/finalfitz17k/f9c61ff6104c25edcd7a3cd39a73b612.jpg,2.0,2,0,1,18,val,10
182,182,34c44bd79acc65d39ba9480adafecdf7,1,1,erythema annulare centrifigum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum12.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaannularecentrifugumerythemaannularecentrifugum12jpg.jpg,data/finalfitz17k/34c44bd79acc65d39ba9480adafecdf7.jpg,1.0,0,2,4,26,val,27
183,183,7a1fc4aba94408a5d067ed69533b834f,3,1,disseminated actinic porokeratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis46.jpg,httpwwwdermaamincomsiteimagesclinicalpicddisseminatedsuperficialactinicporokeratosisdisseminatedsuperficialactinicporokeratosis46jpg.jpg,data/finalfitz17k/7a1fc4aba94408a5d067ed69533b834f.jpg,2.0,2,0,1,18,val,10
184,184,953af15468b5038fa5c7ff6ac8e073fc,1,1,nevus sebaceous of jadassohn,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn17.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn17jpg.jpg,data/finalfitz17k/953af15468b5038fa5c7ff6ac8e073fc.jpg,1.0,0,0,1,70,val,39
185,185,bfead4ee428b49d3de415b28ddee47bf,3,2,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna49.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna49jpg.jpg,data/finalfitz17k/bfead4ee428b49d3de415b28ddee47bf.jpg,2.5,3,1,8,46,val,9
186,186,1d76114ea1cee496eb21836e03bb6aca,4,3,nevocytic nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus37.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus37jpg.jpg,data/finalfitz17k/1d76114ea1cee496eb21836e03bb6aca.jpg,3.5,5,0,2,69,val,31
187,187,c440c4254e1ccd0d760439a798dc039c,1,1,epidermal nevus,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus55.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalnaevusepidermalnaevus55jpg.jpg,data/finalfitz17k/c440c4254e1ccd0d760439a798dc039c.jpg,1.0,0,0,1,24,val,1
188,188,371c578b2b298f59e97b620924576ff9,2,2,solid cystic basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma48.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolidcysticbasalcellcarcinomasolidcysticbasalcellcarcinoma48jpg.jpg,data/finalfitz17k/371c578b2b298f59e97b620924576ff9.jpg,2.0,2,1,7,97,val,12
189,189,c1011982672c87a8db6d0dc805e47b68,2,2,erythema annulare centrifigum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum27.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaannularecentrifugumerythemaannularecentrifugum27jpg.jpg,data/finalfitz17k/c1011982672c87a8db6d0dc805e47b68.jpg,2.0,2,2,4,26,val,27
190,190,d5b3b90897f255f97ac19c06585a948c,1,1,seborrheic keratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses10.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheickeratosesseborrheickeratoses10jpg.jpg,data/finalfitz17k/d5b3b90897f255f97ac19c06585a948c.jpg,1.0,0,0,1,96,val,23
191,191,1069ab14d1badfb5de1c814b70403753,5,4,erythema nodosum,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1981,httpwwwatlasdermatologicocombrimgimageId1981.jpg,data/finalfitz17k/1069ab14d1badfb5de1c814b70403753.jpg,4.5,7,2,4,29,val,3
192,192,a5ca8c7a8954502b9bd4f11a06fab153,2,3,erythema annulare centrifigum,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1898,httpwwwatlasdermatologicocombrimgimageId1898.jpg,data/finalfitz17k/a5ca8c7a8954502b9bd4f11a06fab153.jpg,2.5,3,2,4,26,val,27
